time_s,delayed_power_perturbation_pct,SOURCE_FROZEN_1STATE,PREFIX_IDENTIFIED_1STATE,STATIC_GAIN_NEGCONTROL,D13_SHAPE_PREFIX_GAIN_DIAGNOSTIC,observed_lowpass_g,LP_SOURCE_FROZEN_1STATE,LP_PREFIX_IDENTIFIED_1STATE,LP_STATIC_GAIN_NEGCONTROL,LP_D13_SHAPE_PREFIX_GAIN_DIAGNOSTIC
1.44,-0.06482260398307815,0.000631849228943429,0.0007666573802087148,0.0006352615190341658,0.0009572669009502156,0.0033178492556181316,-1.6316129722780282e-05,-1.965663949394796e-05,-1.5262404128199337e-05,-2.1758984512905916e-05
1.46,-0.07231697757647615,0.0007038915358801187,0.0008542031568923084,0.0007087063802494663,0.0010525925834808363,0.0034972362815289017,-9.93789472296084e-06,-1.1925806872974998e-05,-8.911733510046732e-06,-1.1356790151121776e-05
1.48,-0.07981135116987403,0.0007757827127143882,0.0009415850673294579,0.0007821512414647655,0.0011508507336707836,0.00369046889201981,-1.613836485081024e-06,-1.8333140372418562e-06,-5.998015308441835e-07,1.8743223254833888e-06
1.5,-0.08730572476327203,0.000847523076486446,0.001028803418241378,0.0008555961026800659,0.0012500453706002393,0.0038972582351988892,8.717079655107524e-06,1.0695392216231895e-05,9.738576811284292e-06,1.7996494831847662e-05
1.52,-0.09480009835667014,0.0009191129435714124,0.0011158585157751665,0.0009290409638953673,0.001349384732604956,0.004117178669636634,2.1103478089312535e-05,2.5719829595558247e-05,2.215629138312203e-05,3.706072833838125e-05
1.54,-0.10229447195006836,0.0009905526296807175,0.0012027506655048817,0.00100248582511067,0.001448555261356633,0.004349003101163461,3.5582415858686224e-05,4.32854991821623e-05,3.6694754662150355e-05,5.910448423190331e-05
1.56,-0.10978884554346657,0.0010618424498634916,0.0012894801724326148,0.0010759306863259723,0.0015474332942498994,0.0045900984216962525,5.218019691237456e-05,6.342486977330383e-05,5.3384692558932385e-05,8.415141693740698e-05
1.58,-0.1172832191368649,0.0011329827185079585,0.0013760473409895621,0.001149375547541276,0.001645970574799354,0.004837681852263399,7.091315722491164e-05,8.615832711125769e-05,7.224690777767603e-05,0.00011221192622216411
1.6,-0.12470014992503442,0.0012032156061805126,0.0014615329956669694,0.0012220614692653373,0.0017427373127357232,0.005089174612994754,9.178797511597171e-05,0.00011149454749658259,9.329256952918904e-05,0.00014328317916685227
1.62,-0.12850074962518632,0.0012378983008936837,0.0015039218971156986,0.0012593073463268258,0.0017734330743466844,0.005342068797906809,0.00011478034247828185,0.00013940462750559375,0.00011650184207466754,0.00017730911183239597
1.6400000000000001,-0.1323013493253382,0.0012725082383697947,0.0015462314559572302,0.0012965532233883143,0.0018134600146209562,0.005593513225196544,0.00013977829966051574,0.00016975335179118806,0.00014176709501789573,0.00021408054057475308
1.66,-0.13610194902549,0.0013070455712387242,0.001588461820703298,0.001333799100449802,0.0018570873659128726,0.005840572532118205,0.00016665185095457655,0.00020238359904054098,0.00016896240784613174,0.00025338220694014104
1.68,-0.1399025487256419,0.0013415104518101687,0.001630613139587659,0.0013710449775112905,0.0019020397841766781,0.0060805161086116164,0.00019527485395244402,0.00023714288459906864,0.0001979654444031044,0.00029502194669789317
1.7,-0.14203855347607697,0.0013596071182653288,0.0016529218044455448,0.0013919778240655543,0.0019170751438529062,0.006310866060366058,0.00022551556995037203,0.00027387190108380953,0.0002286480014595927,0.0003388026632944306
1.72,-0.1421509130266383,0.0013578549073778418,0.0016511619483222874,0.0013930789476610552,0.0018997165287451426,0.006529426358794857,0.00025719804752244636,0.00031235768274360577,0.00026083733997332313,0.000384448813325165
