model,omega_rad_s,realG,imagG,gain_dB,phase_deg
cf_mean,2.11348903983665,-50.427200675879,2.80094226414564,34.0666752850823,176.820814262736
cf_mean,2.23872113856834,-50.3383454159526,3.42297211838254,34.0580138075027,176.109915669138
cf_mean,2.37137370566166,-50.2312030280096,4.05192243255917,34.0476392177643,175.388195922694
cf_mean,2.51188643150958,-50.1046666715671,4.68890030546958,34.0354317894078,174.653710824324
cf_mean,2.66072505979881,-49.9574537518396,5.33490827267469,34.0212521308236,173.904539625744
cf_mean,2.81838293126445,-49.7881061934764,5.99082398961001,34.0049403801827,173.138790970435
cf_mean,2.98538261891796,-49.5949922105695,6.65737758981965,33.9863153712546,172.354610357004
cf_mean,3.16227766016838,-49.3763102068431,7.33512662716385,33.9651738050356,171.550189296902
cf_mean,3.34965439157828,-49.1300955312122,8.02442861789407,33.9412894695702,170.723776322897
cf_mean,3.54813389233576,-48.8542308990445,8.72541133845426,33.9144125586062,169.873689978392
cf_mean,3.75837404288444,-48.5464613597435,9.43794121246341,33.8842691485633,168.998333877392
cf_mean,3.98107170553497,-48.2044147350024,10.1615903387764,33.8505609023154,168.096213867515
cf_mean,4.21696503428582,-47.8256284545215,10.8956029723431,33.8129650769307,167.165957250666
cf_mean,4.46683592150963,-47.407583659516,11.6388625671697,33.7711349199549,166.20633391518
cf_mean,4.73151258961481,-46.9477473092829,12.3898608165302,33.7247005440203,165.21627910752
cf_mean,5.01187233627272,-46.4436227922571,13.1466704625078,33.6732703711889,164.194917420947
cf_mean,5.30884444230988,-45.8928091921845,13.9069239685482,33.6164332349567,163.141587405301
cf_mean,5.62341325190349,-45.2930688797268,14.6678004183857,33.5537612175665,162.055866011829
cf_mean,5.9566214352901,-44.6424024877533,15.4260231760483,33.4848132815164,160.937591890103
cf_mean,6.30957344480193,-43.9391295980907,16.17787086067,33.4091397254381,159.786886365394
cf_mean,6.68343917568615,-43.1819726528226,16.9192039998408,33.3262874549237,158.604170765072
cf_mean,7.07945784384138,-42.3701407634063,17.6455092746057,33.2358060083546,157.39017865677
cf_mean,7.49894209332456,-41.5034093110202,18.3519625221254,33.137254217579,156.145961538053
cf_mean,7.94328234724282,-40.5821906194115,19.0335106109037,33.0302073163124,154.872886606522
cf_mean,8.41395141645195,-39.6075906580077,19.6849709815679,32.9142642402046,153.572625466486
cf_mean,8.91250938133746,-38.5814468161686,20.3011461368238,32.7890547983591,152.247133010926
cf_mean,9.44060876285924,-37.5063423723744,20.8769488035077,32.6542463450164,150.898616257911
cf_mean,10,-36.3855944085934,21.4075320591322,32.5095495512746,149.529493601547
