omega_rad_s,real_response,imag_response,magnitude_dB,phase_unwrapped_deg
0.740863896182849,0.275691628482036,-0.130031319001529,-10.3191875906188,-25.2511400168101
0.761440410232779,0.274648180460131,-0.134331726646247,-10.2929692608067,-26.063476044235
0.782588409723731,0.273493627043591,-0.138798719943152,-10.2657725574935,-26.9079108419335
0.804323766907365,0.272215311942805,-0.143438662221454,-10.2376089775375,-27.7861323660363
0.826662794866121,0.270799118515844,-0.148257787532557,-10.2084998335387,-28.6999350028654
0.849622259756713,0.269229315386471,-0.153262081229611,-10.1784780798137,-29.6512250459719
0.873219393393662,0.267488392046999,-0.158457130385942,-10.1475904094028,-30.6420258673122
0.897471906182329,0.265556886202355,-0.163847938139183,-10.1158996548056,-31.6744825731428
0.922398000411141,0.263413205719697,-0.169438695193931,-10.0834875267664,-32.7508658771875
0.948016383912991,0.261033449521027,-0.175232500856496,-10.050457726168,-33.8735748534349
0.97434628410607,0.258391233681011,-0.18123102517602,-10.0169394634449,-35.0451381469422
1.00140746242465,0.255457531464104,-0.187434103127194,-9.98309141726521,-36.2682131218601
1.0292202291507,0.25220053915247,-0.193839251438754,-9.94910615870317,-37.5455823106537
1.05780545865737,0.248585583369372,-0.200441098858197,-9.91521505768022,-38.8801463972031
1.0871846050759,0.244575090255163,-0.207230721633484,-9.8816936737601,-40.2749128206578
1.11737971839762,0.240128642312282,-0.214194878166134,-9.8488676118634,-41.7329789304713
1.14841346102319,0.235203154910065,-0.221315140629198,-9.81711879328382,-43.2575084632528
1.18030912477145,0.229753211078642,-0.228566927433036,-9.78689205154559,-44.8516999610036
1.21309064836067,0.223731599834232,-0.235918449427436,-9.75870190913468,-46.5187456263791
1.24678263537534,0.217090109042267,-0.243329595340615,-9.73313932324665,-48.2617790402778
1.28141037273195,0.209780627478845,-0.250750798777517,-9.71087810544655,-50.0838101863142
1.31699984965759,0.201756610506572,-0.25812195046207,-9.69268062197004,-51.9876463819452
1.35357777719578,0.192974957282376,-0.265371445089748,-9.6794022710705,-53.9757980633422
1.39117160825388,0.183398331812682,-0.272415481007914,-9.67199411752481,-56.0503689733021
1.42980955820742,0.172997932386361,-0.279157760434307,-9.67150295298162,-58.2129312209556
1.46952062607665,0.161756671191163,-0.285489763709262,-9.67906796079215,-60.4643869685714
1.51033461629121,0.14967266673361,-0.291291786701988,-9.69591311798904,-62.8048201732589
1.55228216105933,0.136762877029299,-0.296434927521066,-9.72333449330383,-65.2333438339169
1.59539474335827,0.123066616419001,-0.300784177534543,-9.76268172946987,-67.7479504488214
1.6397047205633,0.108648613663249,-0.304202703498039,-9.81533325908497,-70.3453756544354
1.68524534873299,0.0936011999396425,-0.306557297066448,-9.88266521419708,-73.0209869545411
1.73205080756888,0.0780451835780148,-0.307724817231934,-9.96601454839021,-75.7687106262998
1.7801562260685,0.0621289962034655,-0.307599273320539,-10.0666375640989,-78.5810098296468
1.82959770889077,0.0460258000894077,-0.306099016873183,-10.1856657581821,-81.448925227276
1.88041236345375,0.0299284342813723,-0.3031733667926,-10.3240615613767,-84.362185808424
1.93263832778488,0.0140423335245064,-0.298807924657044,-10.4825770258962,-87.3093921817248
1.98631479914485,-0.00142315679471173,-0.293027880431037,-10.6617186865871,-90.2782678449843
2.04148206344639,-0.0162643785388254,-0.285898777772738,-10.8617215963364,-93.2559667322874
2.09818152549012,-0.0302929935632823,-0.27752448844351,-11.0825348936379,-96.2294188237216
2.15645574004018,-0.0433447163562522,-0.268042492053857,-11.3238202611261,-99.1856909426261
2.21634844376296,-0.0552863057665309,-0.257616904160018,-11.5849634196857,-102.11233795203
2.27790458805289,-0.0660202054394446,-0.246429972523935,-11.8650975654065,-104.997720775141
2.34117037276985,-0.0754865414374017,-0.234672914651011,-12.1631365937113,-107.831271763051
2.40619328091368,-0.0836625261342003,-0.222536977320739,-12.4778152225116,-110.6036941231
2.4730221142617,-0.0905596139437214,-0.210205473760111,-12.8077328053885,-113.307089277032
