source,theta_report_deg,offset_deg,memory,omega_rad_s,G_real_CT_per_rad,G_imag_CT_per_rad,static_slope_CT_per_rad
OFF,7,0,PP,0.211348903983665,0.0530810280782336,0.000107256427032183,0.0530805398248293
OFF,7,0,PP,0.223872113856834,0.0530810876527741,0.000113611482618085,0.0530805398248293
OFF,7,0,PP,0.237137370566166,0.0530811544961494,0.000120343044772907,0.0530805398248293
OFF,7,0,PP,0.251188643150958,0.0530812294951984,0.000127473412706957,0.0530805398248293
OFF,7,0,PP,0.266072505979881,0.0530813136449471,0.000135026205018084,0.0530805398248293
OFF,7,0,PP,0.281838293126445,0.0530814080618025,0.000143026437507748,0.0530805398248293
OFF,7,0,PP,0.298538261891796,0.0530815139983558,0.000151500605539657,0.0530805398248293
OFF,7,0,PP,0.316227766016838,0.0530816328599894,0.000160476771197266,0.0530805398248293
OFF,7,0,PP,0.334965439157828,0.0530817662235082,0.0001699846555092,0.0530805398248293
OFF,7,0,PP,0.354813389233576,0.0530819158580401,0.000180055736024717,0.0530805398248293
OFF,7,0,PP,0.375837404288444,0.0530820837484836,0.000190723350034616,0.0530805398248293
OFF,7,0,PP,0.398107170553497,0.0530822721218111,0.000202022803746455,0.0530805398248293
OFF,7,0,PP,0.421696503428582,0.0530824834765748,0.000213991487736406,0.0530805398248293
OFF,7,0,PP,0.446683592150963,0.0530827206160058,0.000226668999013412,0.0530805398248293
OFF,7,0,PP,0.473151258961481,0.0530829866851407,0.000240097270044438,0.0530805398248293
OFF,7,0,PP,0.501187233627272,0.0530832852124659,0.000254320705102128,0.0530805398248293
OFF,7,0,PP,0.530884444230988,0.0530836201566276,0.00026938632430801,0.0530805398248293
OFF,7,0,PP,0.562341325190349,0.0530839959588204,0.000285343915755064,0.0530805398248293
OFF,7,0,PP,0.59566214352901,0.0530844176015432,0.000302246196102659,0.0530805398248293
OFF,7,0,PP,0.630957344480193,0.053084890674492,0.000320148980044056,0.0530805398248293
OFF,7,0,PP,0.668343917568615,0.0530854214484527,0.00033911135905126,0.0530805398248293
OFF,7,0,PP,0.707945784384138,0.053086016958159,0.000359195889803312,0.0530805398248293
OFF,7,0,PP,0.749894209332456,0.0530866850951971,0.000380468792701216,0.0530805398248293
OFF,7,0,PP,0.794328234724281,0.053087434712165,0.000403000160864663,0.0530805398248293
OFF,7,0,PP,0.841395141645195,0.053088275739441,0.00042686417999115,0.0530805398248293
OFF,7,0,PP,0.891250938133745,0.0530892193160714,0.000452139359435703,0.0530805398248293
OFF,7,0,PP,0.944060876285923,0.0530902779364692,0.000478908774837228,0.0530805398248293
OFF,7,0,PP,1,0.0530914656148106,0.000507260322573603,0.0530805398248293
OFF,7,0,PP,1.05925372517729,0.0530927980692366,0.000537286986269291,0.0530805398248293
OFF,7,0,PP,1.12201845430196,0.0530942929282116,0.000569087115503685,0.0530805398248293
OFF,7,0,PP,1.18850222743702,0.0530959699616586,0.000602764716771839,0.0530805398248293
OFF,7,0,PP,1.25892541179417,0.0530978513397927,0.000638429756627702,0.0530805398248293
OFF,7,0,PP,1.33352143216332,0.0530999619228993,0.000676198476788218,0.0530805398248293
OFF,7,0,PP,1.41253754462275,0.0531023295856727,0.000716193720789071,0.0530805398248293
